batter,pitch_type,pitch_name,family,pitches,whiff,slg,xwoba
663656,CU,Curveball,Breaking,159,0.25,0.21739130434782608,0.34697655172413794
663656,ST,Sweeper,Breaking,158,0.28846153846153844,0.75,0.36502068965517237
663656,FS,Splitter,Offspeed,103,0.3269230769230769,0.2,0.23383304347826084
663656,KC,Knuckle-Curve,Breaking,37,0.21428571428571427,0.5,0.48588363636363635
663662,FF,4-Seam FB,Fastball,31,0.2222222222222222,0.2857142857142857,0.37262500000000004
663662,SI,Sinker,Fastball,28,0.125,0.0,0.049999999999999996
663697,FF,4-Seam FB,Fastball,99,0.07317073170731707,0.38461538461538464,0.3311351923076923
663697,SI,Sinker,Fastball,54,0.19047619047619047,0.07142857142857142,0.34141392857142855
663697,SL,Slider,Breaking,33,0.5714285714285714,0.0,0.07833333333333332
663697,CH,Changeup,Offspeed,26,0.3076923076923077,0.6666666666666666,0.24119999999999994
663698,FF,4-Seam FB,Fastball,155,0.2375,0.1935483870967742,0.306977027027027
663698,SI,Sinker,Fastball,95,0.10526315789473684,0.55,0.3552575
663698,CH,Changeup,Offspeed,74,0.4,0.4,0.299772
663698,SL,Slider,Breaking,58,0.4,0.25,0.254785
663698,FC,Cutter,Fastball,48,0.4074074074074074,0.16666666666666666,0.27951928571428575
663698,ST,Sweeper,Breaking,43,0.37037037037037035,0.7272727272727273,0.349727
663698,CU,Curveball,Breaking,30,0.3,0.5,0.300744
663728,FF,4-Seam FB,Fastball,826,0.29213483146067415,0.3170731707317073,0.30469173684210527
663728,CH,Changeup,Offspeed,304,0.3624161073825503,0.30158730158730157,0.31626268656716416
663728,SL,Slider,Breaking,248,0.40875912408759124,0.5254237288135594,0.26658539682539684
663728,FC,Cutter,Fastball,236,0.31343283582089554,0.3953488372093023,0.28149130434782604
663728,CU,Curveball,Breaking,167,0.3492063492063492,0.13793103448275862,0.26541777777777775
663728,SI,Sinker,Fastball,161,0.15714285714285714,0.75,0.459094
663728,ST,Sweeper,Breaking,125,0.3387096774193548,0.11764705882352941,0.21425375
663728,FS,Splitter,Offspeed,110,0.3469387755102041,0.3181818181818182,0.3473081481481482
